"","baffle_prop","density","bush_density","df.prop_males","tactic","mean_success","sd","ci"
"299",0.69,0.5,0,0.5,"caller",0.130583609925715,0.149447712011903,0.029291751554333
"300",0.69,0.75,0,0.5,"caller",0.169359886201991,0.203844669914685,0.0399535553032783
"301",0.69,1,0,0.5,"caller",0.185355618776671,0.220864490862321,0.043289440209015
"302",0.73,0.01,0,0.5,"caller",0.0316042780748663,0.0306226399800489,0.00600203743608958
"303",0.73,0.05,0,0.5,"caller",0.0679679144385027,0.0643074713157979,0.0126042643778964
"304",0.73,0.1,0,0.5,"caller",0.0754901960784314,0.0862789384893748,0.0169106719439175
"305",0.73,0.25,0,0.5,"caller",0.114233511586453,0.130976017904703,0.0256712995093218
"306",0.73,0.5,0,0.5,"caller",0.13040942513369,0.146671834733386,0.0287476796077436
"307",0.73,0.75,0,0.5,"caller",0.161248328877005,0.183047988692058,0.0358774057836433
"308",0.73,1,0,0.5,"caller",0.182213680926916,0.229390878321779,0.0449606121510687
"309",0.77,0.01,0,0.5,"caller",0.029730888523992,0.0337019225478181,0.00660557681937234
"310",0.77,0.05,0,0.5,"caller",0.0524876847290641,0.0573417761606684,0.011238988127491
"311",0.77,0.1,0,0.5,"caller",0.0801108374384237,0.0951159862309868,0.0186427333012734
"312",0.77,0.25,0,0.5,"caller",0.108004926108374,0.138581970180708,0.0271620661554188
"313",0.77,0.5,0,0.5,"caller",0.145382685641306,0.173754627427397,0.0340559069757698
"314",0.77,0.75,0,0.5,"caller",0.173633004926108,0.204758356508007,0.0401326378755693
"315",0.77,1,0,0.5,"caller",0.168300492610838,0.208112305604797,0.0407900118985402
"316",0.81,0.01,0,0.5,"caller",0.026304347826087,0.0379081566211627,0.00742999869774789
"317",0.81,0.05,0,0.5,"caller",0.0659057971014493,0.0765715462669816,0.0150080230683284
"318",0.81,0.1,0,0.5,"caller",0.0722463768115942,0.082798273354128,0.0162284615774091
"319",0.81,0.25,0,0.5,"caller",0.0992028985507247,0.112795114143843,0.0221078423721933
"320",0.81,0.5,0,0.5,"caller",0.133061594202899,0.156927613312818,0.0307578122093123
"321",0.81,0.75,0,0.5,"caller",0.155018115942029,0.205490936032722,0.0402762234624136
"322",0.81,1,0,0.5,"caller",0.170018115942029,0.197070179673334,0.0386257552159735
"323",0.85,0.01,0,0.5,"caller",0.0294736842105263,0.0361250180385509,0.00708050353555597
"324",0.85,0.05,0,0.5,"caller",0.0621052631578947,0.0719006437093886,0.0140925261670402
"325",0.85,0.1,0,0.5,"caller",0.0707602339181287,0.083058904391337,0.0162795452607021
"326",0.85,0.25,0,0.5,"caller",0.0869298245614035,0.111111775649262,0.0217779080272554
"327",0.85,0.5,0,0.5,"caller",0.126929824561404,0.157447299449543,0.0308596706921104
"328",0.85,0.75,0,0.5,"caller",0.151929824561404,0.178404895290574,0.0349673594769525
"329",0.85,1,0,0.5,"caller",0.164649122807018,0.195746875935394,0.0383663876833373
"330",0.89,0.01,0,0.5,"caller",0.0287362637362637,0.0434386170687733,0.00851396894547956
"331",0.89,0.05,0,0.5,"caller",0.0421978021978022,0.0666739849536241,0.0130681010509103
"332",0.89,0.1,0,0.5,"caller",0.0745054945054945,0.0989945415185539,0.0194029301376366
"333",0.89,0.25,0,0.5,"caller",0.110879120879121,0.147029957223367,0.0288178716157799
"334",0.89,0.5,0,0.5,"caller",0.113571428571429,0.165298964548755,0.032398597051556
"335",0.89,0.75,0,0.5,"caller",0.137417582417582,0.201688331921131,0.0395309130565416
"336",0.89,1,0,0.5,"caller",0.171428571428571,0.254621274451727,0.0499057697925386
"337",0.93,0.01,0,0.5,"caller",0.0233333333333333,0.0481481481481481,0.00943703703703703
"338",0.93,0.05,0,0.5,"caller",0.0569444444444444,0.09058212963798,0.0177540974090441
"339",0.93,0.1,0,0.5,"caller",0.0722222222222222,0.122710990869643,0.0240513542104499
"340",0.93,0.25,0,0.5,"caller",0.0813888888888888,0.11839580926632,0.0232055786161988
"341",0.93,0.5,0,0.5,"caller",0.114861111111111,0.177083457120179,0.034708357595555
"342",0.93,0.75,0,0.5,"caller",0.137777777777778,0.196692947827706,0.0385518177742304
"343",0.93,1,0,0.5,"caller",0.160138888888889,0.248714231634086,0.0487479894002809
"344",0.97,0.01,0,0.5,"caller",0.0225,0.0719058728161653,0.0140935510719684
"345",0.97,0.05,0,0.5,"caller",0.045,0.119869457614051,0.0234944136923541
"346",0.97,0.1,0,0.5,"caller",0.0625,0.152317948961236,0.0298543179964022
"347",0.97,0.25,0,0.5,"caller",0.0916666666666667,0.180604111575139,0.0353984058687272
"348",0.97,0.5,0,0.5,"caller",0.125,0.255000495147073,0.0499800970488264
"349",0.97,0.75,0,0.5,"caller",0.165,0.284755787624867,0.055812134374474
"350",0.97,1,0,0.5,"caller",0.15,0.28647985456347,0.0561500514944402
"351",0.01,0.01,0,0.5,"silent",0.00128582693292371,0.00296109768525213,0.000580375146309417
"352",0.01,0.05,0,0.5,"silent",0.00676391193036354,0.00790864699133827,0.0015500948103023
"353",0.01,0.1,0,0.5,"silent",0.00988136054448558,0.010020387968449,0.00196399604181601
"354",0.01,0.25,0,0.5,"silent",0.0224687690970362,0.0157245194445523,0.00308200581113226
"355",0.01,0.5,0,0.5,"silent",0.0380944281158404,0.0279553423626258,0.00547924710307465
"356",0.01,0.75,0,0.5,"silent",0.0473480081925243,0.0291550008155326,0.0057143801598444
"357",0.01,1,0,0.5,"silent",0.0638927212047083,0.0426875226953152,0.00836675444828177
"358",0.05,0.01,0,0.5,"silent",0.0015112160566706,0.00402684927806174,0.000789262458500101
"359",0.05,0.05,0,0.5,"silent",0.00711916336782646,0.00773797971552394,0.00151664402424269
"360",0.05,0.1,0,0.5,"silent",0.00931036072965771,0.00867257513348146,0.00169982472616237
"361",0.05,0.25,0,0.5,"silent",0.0200652175201869,0.0136143835090212,0.00266841916776815
"362",0.05,0.5,0,0.5,"silent",0.0367440322965658,0.0258476300046523,0.00506613548091185
"363",0.05,0.75,0,0.5,"silent",0.0555905098524981,0.0390310776045534,0.00765009121049246
"364",0.05,1,0,0.5,"silent",0.0653256673486357,0.0382873741973628,0.0075043253426831
"365",0.09,0.01,0,0.5,"silent",0.00113882532418001,0.00296094221776491,0.000580344674681922
"366",0.09,0.05,0,0.5,"silent",0.00665223933242555,0.0070523341046176,0.00138225748450505
"367",0.09,0.1,0,0.5,"silent",0.0113028617270312,0.00942822139012272,0.00184793139246405
"368",0.09,0.25,0,0.5,"silent",0.0198055314448039,0.0166147301016905,0.00325648709993134
"369",0.09,0.5,0,0.5,"silent",0.0382514991389229,0.0242605040965649,0.00475505880292673
"370",0.09,0.75,0,0.5,"silent",0.0514560189540857,0.0396989630740803,0.00778099676251975
"371",0.09,1,0,0.5,"silent",0.0693438129113581,0.0382017179352362,0.00748753671530629
"372",0.13,0.01,0,0.5,"silent",0.00136953426976363,0.00352225586752661,0.000690362150035216
"373",0.13,0.05,0,0.5,"silent",0.00558639707263561,0.00636388935375745,0.00124732231333646
"374",0.13,0.1,0,0.5,"silent",0.0114487974212745,0.0100355739644419,0.00196697249703062
"375",0.13,0.25,0,0.5,"silent",0.0244523573376784,0.0166317010232803,0.00325981340056294
"376",0.13,0.5,0,0.5,"silent",0.0342569254140355,0.0272973710237719,0.00535028472065928
"377",0.13,0.75,0,0.5,"silent",0.0498163527521326,0.0348586930236191,0.00683230383262935
"378",0.13,1,0,0.5,"silent",0.0669827559001871,0.0408396875030186,0.00800457875059164
"379",0.17,0.01,0,0.5,"silent",0.00182600732600733,0.00378923762462902,0.000742690574427289
"380",0.17,0.05,0,0.5,"silent",0.00633976086806275,0.00799213846984511,0.00156645914008964
"381",0.17,0.1,0,0.5,"silent",0.0129616584408949,0.0121670538566675,0.00238474255590683
"382",0.17,0.25,0,0.5,"silent",0.0221375200620484,0.0183088165325897,0.00358852804038759
"383",0.17,0.5,0,0.5,"silent",0.0352345013477089,0.02252631503832,0.00441515774751073
"384",0.17,0.75,0,0.5,"silent",0.0555380123021632,0.038903942114369,0.00762517265441633
"385",0.17,1,0,0.5,"silent",0.0650474611205523,0.0415870023775765,0.008151052466005
"386",0.21,0.01,0,0.5,"silent",0.00201818181818182,0.00405672095525136,0.000795117307229267
"387",0.21,0.05,0,0.5,"silent",0.00584666290158428,0.00798819787880206,0.0015656867842452
"388",0.21,0.1,0,0.5,"silent",0.0103829482948295,0.0114247908597545,0.00223925900851189
"389",0.21,0.25,0,0.5,"silent",0.0202637757893436,0.0158014487113858,0.00309708394743161
"390",0.21,0.5,0,0.5,"silent",0.0328759575957596,0.0282894369236395,0.00554472963703335
"391",0.21,0.75,0,0.5,"silent",0.0474929892989299,0.0302185099986771,0.00592282795974071
"392",0.21,1,0,0.5,"silent",0.0640398739873987,0.0424529656895218,0.00832078127514627
"393",0.25,0.01,0,0.5,"silent",0.00191153415453527,0.00437042537450154,0.000856603373402302
"394",0.25,0.05,0,0.5,"silent",0.00488582493467712,0.00715335028579426,0.00140205665601567
"395",0.25,0.1,0,0.5,"silent",0.00998103303471445,0.0106492139235336,0.00208724592901258
"396",0.25,0.25,0,0.5,"silent",0.0192252239641657,0.0176964417550472,0.00346850258398925
"397",0.25,0.5,0,0.5,"silent",0.0385351497712256,0.0275112069325575,0.00539219655878127
"398",0.25,0.75,0,0.5,"silent",0.0519958939902949,0.0330360487470801,0.00647506555442769
"399",0.25,1,0,0.5,"silent",0.0678282474804031,0.0440455918336717,0.00863293599939965
"400",0.29,0.01,0,0.5,"silent",0.00201625715108861,0.0046106447097853,0.00090368636311792
"401",0.29,0.05,0,0.5,"silent",0.00595131086142322,0.00895458160683666,0.00175509799493998
"402",0.29,0.1,0,0.5,"silent",0.0106518225844068,0.0108512509780786,0.00212684519170341
"403",0.29,0.25,0,0.5,"silent",0.0181636553209587,0.0191803461958895,0.00375934785439434
"404",0.29,0.5,0,0.5,"silent",0.0318553996348329,0.0201027581221319,0.00394014059193784
"405",0.29,0.75,0,0.5,"silent",0.0470498564563049,0.0376620473764216,0.00738176128577863
"406",0.29,1,0,0.5,"silent",0.0625514481045234,0.0418211638003626,0.00819694810487107
"407",0.33,0.01,0,0.5,"silent",0.00142160119861898,0.00422303889989646,0.000827715624379706
"408",0.33,0.05,0,0.5,"silent",0.00617927170868347,0.00868441525952036,0.00170214539086599
"409",0.33,0.1,0,0.5,"silent",0.00998182528825483,0.0110442904554802,0.00216468092927412
"410",0.33,0.25,0,0.5,"silent",0.0206768288710833,0.0188529239461749,0.00369517309345028
"411",0.33,0.5,0,0.5,"silent",0.0331281012806085,0.0268815025399171,0.00526877449782375
"412",0.33,0.75,0,0.5,"silent",0.0460168067226891,0.0332603682303268,0.00651903217314406
"413",0.33,1,0,0.5,"silent",0.0570829913360693,0.0442555186715013,0.00867408165961425
"414",0.37,0.01,0,0.5,"silent",0.00126424050632911,0.00458303758111736,0.000898275365899003
"415",0.37,0.05,0,0.5,"silent",0.00518512658227849,0.00785743828882468,0.00154005790460964
"416",0.37,0.1,0,0.5,"silent",0.010351459736468,0.0115508957287487,0.00226397556283474
"417",0.37,0.25,0,0.5,"silent",0.0197105993123926,0.017530637127784,0.00343600487704567
"418",0.37,0.5,0,0.5,"silent",0.0366365028453379,0.0319666555372039,0.00626546448529197
"419",0.37,0.75,0,0.5,"silent",0.0457251914361619,0.037043225318779,0.00726047216248069
"420",0.37,1,0,0.5,"silent",0.0605822707217428,0.0483761510842478,0.00948172561251257
"421",0.41,0.01,0,0.5,"silent",0.00191595705294335,0.00477261546975985,0.000935432632072931
"422",0.41,0.05,0,0.5,"silent",0.00396149574231766,0.0080586156757577,0.00157948867244851
"423",0.41,0.1,0,0.5,"silent",0.012441737628039,0.0140330300886049,0.00275047389736656
"424",0.41,0.25,0,0.5,"silent",0.0186060718252499,0.0187894684489067,0.00368273581598571
"425",0.41,0.5,0,0.5,"silent",0.0315540547035861,0.0294883580534973,0.00577971817848546
"426",0.41,0.75,0,0.5,"silent",0.0499259533506109,0.0427955277366738,0.00838792343638807
"427",0.41,1,0,0.5,"silent",0.0572234481056399,0.0451851018366738,0.00885627995998806
"428",0.45,0.01,0,0.5,"silent",0.00130227743271222,0.00464376203431404,0.000910177358725553
"429",0.45,0.05,0,0.5,"silent",0.0060703933747412,0.00921895895564457,0.00180691595530634
"430",0.45,0.1,0,0.5,"silent",0.00868334645554486,0.0102812954906757,0.00201513391617243
"431",0.45,0.25,0,0.5,"silent",0.016770302977284,0.0184541044069957,0.00361700446377116
"432",0.45,0.5,0,0.5,"silent",0.0318119441285393,0.0252425815233096,0.00494754597856868
"433",0.45,0.75,0,0.5,"silent",0.0475599393462223,0.0361268795624725,0.00708086839424461
"434",0.45,1,0,0.5,"silent",0.0592049689440994,0.0480040187483196,0.00940878767467064
"435",0.49,0.01,0,0.5,"silent",0.00217795745920746,0.00542547135041195,0.00106339238468074
"436",0.49,0.05,0,0.5,"silent",0.00436778846153846,0.00801246029201959,0.00157044221723584
"437",0.49,0.1,0,0.5,"silent",0.00843509615384615,0.012247497086323,0.00240050942891931
"438",0.49,0.25,0,0.5,"silent",0.0202670454545455,0.021084325498763,0.00413252779775755
"439",0.49,0.5,0,0.5,"silent",0.0343102418414918,0.0293518474212952,0.00575296209457386
"440",0.49,0.75,0,0.5,"silent",0.0475628642191142,0.037953156382716,0.00743881865101234
"441",0.49,1,0,0.5,"silent",0.0547646416083916,0.043321258768033,0.00849096671853446
"442",0.53,0.01,0,0.5,"silent",0.0015225988700565,0.00486602031937146,0.000953739982596805
"443",0.53,0.05,0,0.5,"silent",0.00491525423728814,0.00910830298242926,0.00178522738455614
"444",0.53,0.1,0,0.5,"silent",0.0125310734463277,0.014759637229282,0.00289288889693926
"445",0.53,0.25,0,0.5,"silent",0.015409604519774,0.015989817432587,0.00313400421678706
"446",0.53,0.5,0,0.5,"silent",0.0392881355932203,0.0310898277468607,0.0060936062383847
"447",0.53,0.75,0,0.5,"silent",0.0498319903676947,0.038056511862504,0.00745907632505079
"448",0.53,1,0,0.5,"silent",0.0539844177145981,0.0415150483388546,0.00813694947441551
"449",0.57,0.01,0,0.5,"silent",0.000754716981132076,0.00371596953899873,0.00072833002964375
"450",0.57,0.05,0,0.5,"silent",0.00696366177498253,0.0115307999135212,0.00226003678305016
"451",0.57,0.1,0,0.5,"silent",0.00941649196366178,0.0142776075350482,0.00279841107686944
"452",0.57,0.25,0,0.5,"silent",0.0214334540372276,0.0271373740836798,0.00531892532040125
"453",0.57,0.5,0,0.5,"silent",0.0280992313067785,0.0267499348074168,0.0052429872222537
"454",0.57,0.75,0,0.5,"silent",0.0483876160527104,0.0450033779718488,0.00882066208248237
"455",0.57,1,0,0.5,"silent",0.0557241598373674,0.049467722984528,0.0096956737049675
"456",0.61,0.01,0,0.5,"silent",0.00162857142857143,0.00555070966911313,0.00108793909514617
"457",0.61,0.05,0,0.5,"silent",0.00711068427370948,0.013306686309881,0.00260811051673668
"458",0.61,0.1,0,0.5,"silent",0.00775102040816326,0.0144359383605524,0.00282944391866827
"459",0.61,0.25,0,0.5,"silent",0.0216040816326531,0.0240513388695378,0.00471406241842941
"460",0.61,0.5,0,0.5,"silent",0.0280657863145258,0.0316136061516518,0.00619626680572374
"461",0.61,0.75,0,0.5,"silent",0.0431518207282913,0.0479404096972512,0.00939632030066123
"462",0.61,1,0,0.5,"silent",0.0566417582417583,0.0449833542512975,0.0088167374332543
"463",0.65,0.01,0,0.5,"silent",0.00157597716293368,0.00577410728492506,0.00113172502784531
"464",0.65,0.05,0,0.5,"silent",0.00453052261747913,0.0091073142405644,0.00178503359115062
"465",0.65,0.1,0,0.5,"silent",0.00680324989020641,0.0131037634622127,0.00256833763859368
"466",0.65,0.25,0,0.5,"silent",0.0181567852437418,0.021654103944791,0.00424420437317903
"467",0.65,0.5,0,0.5,"silent",0.0329242424242424,0.0355716952329714,0.00697205226566239
"468",0.65,0.75,0,0.5,"silent",0.0496172455358394,0.0415456320115357,0.00814294387426101
"469",0.65,1,0,0.5,"silent",0.0579141414141414,0.0520953607264645,0.010210690702387
"470",0.69,0.01,0,0.5,"silent",0.00153846153846154,0.00612008350194722,0.00119953636638166
"471",0.69,0.05,0,0.5,"silent",0.00358333333333333,0.00892617350417149,0.00174953000681761
"472",0.69,0.1,0,0.5,"silent",0.0117692307692308,0.0164474455582093,0.00322369932940903
"473",0.69,0.25,0,0.5,"silent",0.0151217948717949,0.0218925578317999,0.00429094133503279
"474",0.69,0.5,0,0.5,"silent",0.0312182614133834,0.0348217275099031,0.00682505859194101
"475",0.69,0.75,0,0.5,"silent",0.0380705128205128,0.0362672535610095,0.00710838169795786
"476",0.69,1,0,0.5,"silent",0.0619551282051282,0.0621302626523731,0.0121775314798651
"477",0.73,0.01,0,0.5,"silent",0.000882352941176471,0.00655004421628276,0.00128380866639142
"478",0.73,0.05,0,0.5,"silent",0.00147058823529412,0.00644243863404678,0.00126271797227317
"479",0.73,0.1,0,0.5,"silent",0.00763025210084035,0.0159615519912186,0.00312846419027884
"480",0.73,0.25,0,0.5,"silent",0.0196638655462185,0.0236099123732439,0.0046275428251558
"481",0.73,0.5,0,0.5,"silent",0.0336591970121382,0.0390669824419193,0.00765712855861619
"482",0.73,0.75,0,0.5,"silent",0.0452441643323996,0.0433236317402174,0.00849143182108261
"483",0.73,1,0,0.5,"silent",0.0573118580765639,0.0468136570350311,0.0091754767788661
"484",0.77,0.01,0,0.5,"silent",0.00204671857619578,0.00814451556420118,0.00159632505058343
"485",0.77,0.05,0,0.5,"silent",0.00482758620689656,0.0129857775405693,0.00254521239795158
"486",0.77,0.1,0,0.5,"silent",0.00620689655172414,0.0150106957307047,0.00294209636321813
"487",0.77,0.25,0,0.5,"silent",0.0178965517241379,0.0337320089449763,0.00661147375321536
"488",0.77,0.5,0,0.5,"silent",0.0350697070819429,0.039392128086605,0.00772085710497459
"489",0.77,0.75,0,0.5,"silent",0.0385747126436782,0.0440845636962714,0.0086405744844692
"490",0.77,1,0,0.5,"silent",0.0496551724137931,0.0510098126332426,0.00999792327611554
"491",0.81,0.01,0,0.5,"silent",0.00291666666666667,0.0106846833323435,0.00209419793313932
"492",0.81,0.05,0,0.5,"silent",0.00375,0.0119843121360276,0.0023489251786614
"493",0.81,0.1,0,0.5,"silent",0.00623333333333334,0.0181009452785636,0.00354778527459846
"494",0.81,0.25,0,0.5,"silent",0.0158333333333333,0.0263390012227049,0.00516244423965017
"495",0.81,0.5,0,0.5,"silent",0.0245333333333333,0.0374780743983207,0.00734570258207086
"496",0.81,0.75,0,0.5,"silent",0.0574833333333333,0.0661586260793995,0.0129670907115623
"497",0.81,1,0,0.5,"silent",0.0549166666666667,0.0664011442134995,0.0130146242658459
"498",0.85,0.01,0,0.5,"silent",0.000526315789473684,0.00526315789473684,0.00103157894736842
"499",0.85,0.05,0,0.5,"silent",0.00263157894736842,0.0137429728386077,0.00269362267636712
"500",0.85,0.1,0,0.5,"silent",0.00942105263157895,0.0228137028602016,0.00447148576059951
"501",0.85,0.25,0,0.5,"silent",0.0183947368421053,0.0329013709418738,0.00644866870460727
"502",0.85,0.5,0,0.5,"silent",0.0294473684210526,0.0418514662909241,0.00820288739302112
"503",0.85,0.75,0,0.5,"silent",0.0435789473684211,0.0612441769668355,0.0120038586854998
"504",0.85,1,0,0.5,"silent",0.0561842105263158,0.0575485943028263,0.0112795244833539
"505",0.89,0.01,0,0.5,"silent",0.00428571428571428,0.0170488040411387,0.00334156559206319
"506",0.89,0.05,0,0.5,"silent",0.005,0.018316599998303,0.0035900535996674
"507",0.89,0.1,0,0.5,"silent",0.00709523809523809,0.0213977652539782,0.00419396198977973
"508",0.89,0.25,0,0.5,"silent",0.0135714285714286,0.0316113666151671,0.00619582785657275
"509",0.89,0.5,0,0.5,"silent",0.0271428571428571,0.0428090157865354,0.00839056709416093
"510",0.89,0.75,0,0.5,"silent",0.0399523809523809,0.0594526558848396,0.0116527205534286
"511",0.89,1,0,0.5,"silent",0.0663809523809524,0.0667690411650853,0.0130867320683567
"512",0.93,0.01,0,0.5,"silent",0,0,0
"513",0.93,0.05,0,0.5,"silent",0.00111111111111111,0.0111111111111111,0.00217777777777778
"514",0.93,0.1,0,0.5,"silent",0.00444444444444444,0.0218829317296591,0.00428905461901319
"515",0.93,0.25,0,0.5,"silent",0.0165555555555555,0.0426546174063612,0.00836030501164679
"516",0.93,0.5,0,0.5,"silent",0.0375555555555555,0.0755869083954895,0.0148150340455159
"517",0.93,0.75,0,0.5,"silent",0.03,0.0685753699898734,0.0134407725180152
"518",0.93,1,0,0.5,"silent",0.0541111111111111,0.0867396596125121,0.0170009732840524
"519",0.97,0.01,0,0.5,"silent",0,0,0
"520",0.97,0.05,0,0.5,"silent",0.0125,0.0547607283893976,0.0107331027643219
"521",0.97,0.1,0,0.5,"silent",0.015,0.0596708141439855,0.0116954795722212
"522",0.97,0.25,0,0.5,"silent",0.015,0.0596708141439855,0.0116954795722212
"523",0.97,0.5,0,0.5,"silent",0.0375,0.102832363337108,0.0201551432140731
"524",0.97,0.75,0,0.5,"silent",0.035,0.0871837720049443,0.0170880193129691
"525",0.97,1,0,0.5,"silent",0.0575,0.13695368973238,0.0268429231875466
