"baffle_prop","density","bush_density","male_prop","tactic","mean_success","sd","ci"
0.21,1,0.5,0.5,"caller",0.963170978809321,0.29520107910057,0.0578594115037117
0.21,1,0.5,0.5,"silent",0.756028588152933,0.137079425670401,0.0268675674313986
0.25,0.05,0.5,0.5,"baffler",0.07612903234,0.0327495949611391,0.00641892061238327
0.25,0.05,0.5,0.5,"caller",0.08465682904,0.0289473342730516,0.00567367751751811
0.25,0.05,0.5,0.5,"silent",0.05133482633,0.0233405202452846,0.00457474196807577
0.25,0.25,0.5,0.5,"baffler",0.322741935483871,0.0964885269982597,0.0189117512916589
0.25,0.25,0.5,0.5,"caller",0.329305587454821,0.0771252764018285,0.0151165541747584
0.25,0.25,0.5,0.5,"silent",0.220302174884342,0.0522125776649437,0.010233665222329
0.25,0.5,0.5,0.5,"baffler",0.536451612903226,0.153247155995793,0.0300364425751755
0.25,0.5,0.5,0.5,"caller",0.565306196307017,0.163976704352505,0.032139434053091
0.25,0.5,0.5,0.5,"silent",0.415742909705876,0.0883075291699387,0.017308275717308
0.25,0.75,0.5,0.5,"baffler",0.727903225806451,0.241980608369198,0.0474281992403627
0.25,0.75,0.5,0.5,"caller",0.746653312842549,0.210836273947237,0.0413239096936584
0.25,0.75,0.5,0.5,"silent",0.567503942702501,0.124838720370944,0.0244683891927049
0.25,1,0.5,0.5,"baffler",0.942096774193548,0.26527574333967,0.0519940456945754
0.25,1,0.5,0.5,"caller",0.974133226569053,0.286374173528518,0.0561293380115896
0.25,1,0.5,0.5,"silent",0.784500514203442,0.142466571616046,0.0279234480367451
0.29,0.05,0.5,0.5,"baffler",0.07246575344,0.031533309016738,0.00618052856728064
0.29,0.05,0.5,0.5,"caller",0.08396457557,0.0308128639593014,0.00603932133602307
0.29,0.05,0.5,0.5,"silent",0.04959711058,0.0255560700970691,0.00500898973902554
0.29,0.25,0.5,0.5,"baffler",0.30972602739726,0.0809578282815334,0.0158677343431805
0.29,0.25,0.5,0.5,"caller",0.314748183519234,0.0922379887695505,0.0180786457988319
0.29,0.25,0.5,0.5,"silent",0.222587946385699,0.057776619287146,0.0113242173802806
0.29,0.5,0.5,0.5,"baffler",0.533150684931507,0.176082480900041,0.0345121662564081
0.29,0.5,0.5,0.5,"caller",0.553162742096182,0.16853887276111,0.0330336190611775
0.29,0.5,0.5,0.5,"silent",0.414278141334321,0.0890896771290488,0.0174615767172936
0.29,0.75,0.5,0.5,"baffler",0.716027397260274,0.22174755635155,0.0434625210449038
0.29,0.75,0.5,0.5,"caller",0.724288425554664,0.237713794114584,0.0465919036464585
0.29,0.75,0.5,0.5,"silent",0.556890913949536,0.142097110303453,0.0278510336194768
0.29,1,0.5,0.5,"baffler",0.906438356164384,0.277506303443579,0.0543912354749415
0.29,1,0.5,0.5,"caller",0.889910014694804,0.269132178210261,0.0527499069292111
0.29,1,0.5,0.5,"silent",0.731388952712597,0.130376529474011,0.0255537997769062
0.33,0.05,0.5,0.5,"baffler",0.07609756123,0.0309642496190886,0.00606899292534136
0.33,0.05,0.5,0.5,"caller",0.08126730564,0.033761922810462,0.00661733687085056
0.33,0.05,0.5,0.5,"silent",0.05388678166,0.0250693884201126,0.00491360013034208
0.33,0.25,0.5,0.5,"baffler",0.304756097560976,0.0885784644850801,0.0173613790390757
0.33,0.25,0.5,0.5,"caller",0.315364945392617,0.0952542288681026,0.0186698288581481
0.33,0.25,0.5,0.5,"silent",0.216603437044425,0.0590950383793532,0.0115826275223532
0.33,0.5,0.5,0.5,"baffler",0.507317073170732,0.156462065183457,0.0306665647759576
0.33,0.5,0.5,0.5,"caller",0.520989183213691,0.177643215422876,0.0348180702228837
0.33,0.5,0.5,0.5,"silent",0.38996576770243,0.103405841282208,0.0202675448913129
0.33,0.75,0.5,0.5,"baffler",0.707317073170731,0.231684624347465,0.0454101863721032
0.33,0.75,0.5,0.5,"caller",0.703173565341505,0.232110403341761,0.0454936390549852
0.33,0.75,0.5,0.5,"silent",0.567964204286366,0.120465537981927,0.0236112454444577
0.33,1,0.5,0.5,"baffler",0.839878048780488,0.253640621110086,0.0497135617375769
0.33,1,0.5,0.5,"caller",0.889908541832837,0.270246471280549,0.0529683083709876
0.33,1,0.5,0.5,"silent",0.74030739632005,0.146612699432255,0.028736089088722
0.37,0.05,0.5,0.5,"baffler",0.07565217394,0.0312794514142188,0.00613077247718688
0.37,0.05,0.5,0.5,"caller",0.08061411159,0.0343487424262355,0.00673235351554216
0.37,0.05,0.5,0.5,"silent",0.05068397418,0.0312104990429734,0.00611725781242278
0.37,0.25,0.5,0.5,"baffler",0.300326086956522,0.0745844975976419,0.0146185615291378
0.37,0.25,0.5,0.5,"caller",0.331136244390741,0.101230031940746,0.0198410862603861
0.37,0.25,0.5,0.5,"silent",0.222217101852805,0.0611658672633951,0.0119885099836254
0.37,0.5,0.5,0.5,"baffler",0.495760869565217,0.151544395556668,0.0297027015291069
0.37,0.5,0.5,0.5,"caller",0.521817359855335,0.164579872087445,0.0322576549291392
0.37,0.5,0.5,0.5,"silent",0.393893889670261,0.113330302594769,0.0222127393085748
0.37,0.75,0.5,0.5,"baffler",0.671739130434783,0.208319728031433,0.0408306666941608
0.37,0.75,0.5,0.5,"caller",0.67686326331896,0.247469695092584,0.0485040602381464
0.37,0.75,0.5,0.5,"silent",0.539869159243632,0.14421753907725,0.0282666376591409
0.37,1,0.5,0.5,"baffler",0.867282608695652,0.249798447519115,0.0489604957137466
0.37,1,0.5,0.5,"caller",0.896479241943932,0.275875919340253,0.0540716801906896
0.37,1,0.5,0.5,"silent",0.765999110951025,0.122826357187397,0.0240739660087297
0.41,0.05,0.5,0.5,"baffler",0.08009708739,0.0288593905218108,0.00565644054227492
0.41,0.05,0.5,0.5,"caller",0.0821626765,0.0349013033204449,0.0068406554508072
0.41,0.05,0.5,0.5,"silent",0.05139832164,0.0259240523257128,0.00508111425583971
0.41,0.25,0.5,0.5,"baffler",0.289029126213592,0.0782543349864813,0.0153378496573503
0.41,0.25,0.5,0.5,"caller",0.299100848147009,0.102323739808204,0.0200554530024081
0.41,0.25,0.5,0.5,"silent",0.209620958449437,0.0791146482088706,0.0155064710489386
0.41,0.5,0.5,0.5,"baffler",0.494271844660194,0.145765653217869,0.0285700680307023
0.41,0.5,0.5,0.5,"caller",0.498329785264717,0.178917321992824,0.0350677951105934
0.41,0.5,0.5,0.5,"silent",0.388047093669011,0.109851739514328,0.0215309409448084
0.41,0.75,0.5,0.5,"baffler",0.661650485436893,0.218115098293874,0.0427505592655994
0.41,0.75,0.5,0.5,"caller",0.69746781027603,0.234945391265042,0.0460492966879483
0.41,0.75,0.5,0.5,"silent",0.554226484018265,0.126344668120069,0.0247635549515335
0.41,1,0.5,0.5,"baffler",0.832233009708738,0.280396455632533,0.0549577053039765
0.41,1,0.5,0.5,"caller",0.831676076761693,0.237139372996137,0.0464793171072428
0.41,1,0.5,0.5,"silent",0.722159471800568,0.137655636068091,0.0269805046693458
0.45,0.05,0.5,0.5,"baffler",0.07482142859,0.0264310331879965,0.00518048250484731
0.45,0.05,0.5,0.5,"caller",0.0806954358,0.035242627316835,0.00690755495409967
0.45,0.05,0.5,0.5,"silent",0.05195480124,0.0288986884035973,0.00566414292710508
0.45,0.25,0.5,0.5,"baffler",0.288214285714286,0.0731669769371456,0.0143407274796805
0.45,0.25,0.5,0.5,"caller",0.306738685091168,0.100983129840846,0.0197926934488058
0.45,0.25,0.5,0.5,"silent",0.210082669932639,0.0650650399938522,0.012752747838795
0.45,0.5,0.5,0.5,"baffler",0.475446428571429,0.153724959120457,0.0301300919876096
0.45,0.5,0.5,0.5,"caller",0.507280743457787,0.166072000662303,0.0325501121298113
0.45,0.5,0.5,0.5,"silent",0.375904689003587,0.0987610429868038,0.0193571644254135
0.45,0.75,0.5,0.5,"baffler",0.639017857142857,0.211620841794513,0.0414776849917245
0.45,0.75,0.5,0.5,"caller",0.685394701683399,0.233263146061204,0.045719576627996
0.45,0.75,0.5,0.5,"silent",0.546715218849328,0.122381500393311,0.0239867740770889
0.45,1,0.5,0.5,"baffler",0.783214285714286,0.29419042398736,0.0576613231015226
0.45,1,0.5,0.5,"caller",0.829958392182311,0.280369020348383,0.054952327988283
0.45,1,0.5,0.5,"silent",0.729372729128394,0.159882763878129,0.0313370217201134
0.49,0.05,0.5,0.5,"baffler",0.07647540976,0.023677808910634,0.00464085054648426
0.49,0.05,0.5,0.5,"caller",0.07793178763,0.0330377110124469,0.00647539135843959
0.49,0.05,0.5,0.5,"silent",0.04698331877,0.0281225441268805,0.00551201864886858
0.49,0.25,0.5,0.5,"baffler",0.292540983606557,0.0813580193454674,0.0159461717917116
0.49,0.25,0.5,0.5,"caller",0.289698700716846,0.103070812696256,0.0202018792884662
0.49,0.25,0.5,0.5,"silent",0.204534090909091,0.0758058563037343,0.0148579478355319
0.49,0.5,0.5,0.5,"baffler",0.478770491803279,0.147122250827765,0.0288359611622419
0.49,0.5,0.5,0.5,"caller",0.495438108038914,0.179734696076825,0.0352280004310577
0.49,0.5,0.5,0.5,"silent",0.390347683566434,0.0993489018788372,0.0194723847682521
0.49,0.75,0.5,0.5,"baffler",0.635573770491803,0.229731103164246,0.0450272962201922
0.49,0.75,0.5,0.5,"caller",0.673226446492576,0.251816078419769,0.0493559513702747
0.49,0.75,0.5,0.5,"silent",0.515131701631702,0.12571115678658,0.0246393867301697
0.49,1,0.5,0.5,"baffler",0.800081967213115,0.264382258694001,0.0518189227040242
0.49,1,0.5,0.5,"caller",0.853143961213518,0.278125155419689,0.054512530462259
0.49,1,0.5,0.5,"silent",0.698839525058275,0.143850922628336,0.0281947808351538
0.53,0.05,0.5,0.5,"baffler",0.07128787873,0.0227933688051535,0.00446750028581008
0.53,0.05,0.5,0.5,"caller",0.07244593812,0.0402801039553371,0.00789490037524607
0.53,0.05,0.5,0.5,"silent",0.05147175156,0.0311762136163283,0.00611053786880035
0.53,0.25,0.5,0.5,"baffler",0.279545454545455,0.0795536529947982,0.0155925159869804
0.53,0.25,0.5,0.5,"caller",0.28316040686169,0.114492480124574,0.0224405261044166
0.53,0.25,0.5,0.5,"silent",0.210158933036955,0.0754567549137994,0.0147895239631047
0.53,0.5,0.5,0.5,"baffler",0.456439393939394,0.156437397478202,0.0306617299057276
0.53,0.5,0.5,0.5,"caller",0.484194325673916,0.189082102613094,0.0370600921121663
0.53,0.5,0.5,0.5,"silent",0.355380012966565,0.094210945787752,0.0184653453743994
0.53,0.75,0.5,0.5,"baffler",0.620909090909091,0.223130604367595,0.0437335984560487
0.53,0.75,0.5,0.5,"caller",0.640476688506773,0.232366919850075,0.0455439162906147
0.53,0.75,0.5,0.5,"silent",0.544550708530147,0.15179095880005,0.0297510279248097
0.53,1,0.5,0.5,"baffler",0.772878787878788,0.275901459954612,0.054076686151104
0.53,1,0.5,0.5,"caller",0.81750438340152,0.284619378552527,0.0557853981962952
0.53,1,0.5,0.5,"silent",0.678793785310734,0.150935071174435,0.0295832739501894
0.57,0.05,0.5,0.5,"baffler",0.07314685322,0.0245972211642923,0.00482105534820129
0.57,0.05,0.5,0.5,"caller",0.07683438172,0.034588449767301,0.006779336154391
0.57,0.05,0.5,0.5,"silent",0.05461914763,0.0325697519024636,0.00638367137288287
0.57,0.25,0.5,0.5,"baffler",0.273566433566434,0.0787493746124085,0.0154348774240321
0.57,0.25,0.5,0.5,"caller",0.28248427672956,0.106753714367376,0.0209237280160058
0.57,0.25,0.5,0.5,"silent",0.19332285115304,0.061213048425425,0.0119977574913833
0.57,0.5,0.5,0.5,"baffler",0.456153846153846,0.142490817021822,0.0279282001362772
0.57,0.5,0.5,0.5,"caller",0.488700209643606,0.163112027383006,0.0319699573670692
0.57,0.5,0.5,0.5,"silent",0.376460517120895,0.10567802422862,0.0207128927488094
0.57,0.75,0.5,0.5,"baffler",0.615944055944056,0.221501381442313,0.0434142707626933
0.57,0.75,0.5,0.5,"caller",0.644455954289473,0.245195895112322,0.048058395442015
0.57,0.75,0.5,0.5,"silent",0.527489018668264,0.134740156249598,0.0264090706249212
0.57,1,0.5,0.5,"baffler",0.757482517482517,0.283850067711078,0.0556346132713712
0.57,1,0.5,0.5,"caller",0.806851717464925,0.284654834033447,0.0557923474705556
0.57,1,0.5,0.5,"silent",0.707061177815895,0.165197673522972,0.0323787440105025
0.61,0.05,0.5,0.5,"baffler",0.0732236842,0.0215407064532323,0.00422197846483353
0.61,0.05,0.5,0.5,"caller",0.07652968802,0.0391539718415491,0.00767417848094363
0.61,0.05,0.5,0.5,"silent",0.05049120887,0.0321649535044301,0.0063043308868683
0.61,0.25,0.5,0.5,"baffler",0.270065789473684,0.0812473700465651,0.0159244845291268
0.61,0.25,0.5,0.5,"caller",0.283615935735997,0.111859313847167,0.0219244255140448
0.61,0.25,0.5,0.5,"silent",0.205070828331333,0.0774739798422435,0.0151849000490797
0.61,0.5,0.5,0.5,"baffler",0.45796052631579,0.148193154251507,0.0290458582332953
0.61,0.5,0.5,0.5,"caller",0.472266156462585,0.191544601657689,0.0375427419249071
0.61,0.5,0.5,0.5,"silent",0.3712,0.115442773724436,0.0226267836499895
0.61,0.75,0.5,0.5,"baffler",0.597697368421053,0.205288917858372,0.040236627900241
0.61,0.75,0.5,0.5,"caller",0.635739795918367,0.236006234653204,0.046257221992028
0.61,0.75,0.5,0.5,"silent",0.517848979591837,0.145679697559126,0.0285532207215886
0.61,1,0.5,0.5,"baffler",0.748881578947368,0.258032651378405,0.0505743996701673
0.61,1,0.5,0.5,"caller",0.802814083080041,0.257899612846736,0.0505483241179602
0.61,1,0.5,0.5,"silent",0.694872028811525,0.196228007285797,0.0384606894280163
0.65,0.05,0.5,0.5,"baffler",0.07962962986,0.0214641879715239,0.00420698084241869
0.65,0.05,0.5,0.5,"caller",0.08237994556,0.047034360432218,0.00921873464471473
0.65,0.05,0.5,0.5,"silent",0.05079468587,0.0360996655259421,0.00707553444308465
0.65,0.25,0.5,0.5,"baffler",0.267777777777778,0.0724548678125584,0.0142011540912614
0.65,0.25,0.5,0.5,"caller",0.267135809926508,0.126733038156362,0.024839675478647
0.65,0.25,0.5,0.5,"silent",0.186571585419412,0.0726148749740541,0.0142325154949146
0.65,0.5,0.5,0.5,"baffler",0.441234567901235,0.157104170600831,0.0307924174377628
0.65,0.5,0.5,0.5,"caller",0.449803433001107,0.18379791737458,0.0360243918054177
0.65,0.5,0.5,0.5,"silent",0.361351119894598,0.123948022950746,0.0242938124983462
0.65,0.75,0.5,0.5,"baffler",0.592530864197531,0.225045619613679,0.0441089414442812
0.65,0.75,0.5,0.5,"caller",0.619232608476795,0.233273982482913,0.0457217005666509
0.65,0.75,0.5,0.5,"silent",0.542803469477382,0.17264014434411,0.0338374682914456
0.65,1,0.5,0.5,"baffler",0.717654320987654,0.263620787142469,0.0516696742799239
0.65,1,0.5,0.5,"caller",0.793255813953489,0.270264053838979,0.0529717545524399
0.65,1,0.5,0.5,"silent",0.685459595959596,0.19657229701537,0.0385281702150125
0.69,0.05,0.5,0.5,"baffler",0.07346820807,0.0213025325583689,0.00417529638144031
0.69,0.05,0.5,0.5,"caller",0.07984352759,0.0481443899098389,0.00943630042232842
0.69,0.05,0.5,0.5,"silent",0.04737820518,0.0384694257814053,0.00754000745315544
0.69,0.25,0.5,0.5,"baffler",0.262543352601156,0.0728534975347644,0.0142792855168138
0.69,0.25,0.5,0.5,"caller",0.26257942152679,0.111609782269051,0.021875517324734
0.69,0.25,0.5,0.5,"silent",0.191696372732958,0.0846921057490443,0.0165996527268127
0.69,0.5,0.5,0.5,"baffler",0.439421965317919,0.1538159527618,0.0301479267413129
0.69,0.5,0.5,0.5,"caller",0.455374980243401,0.179983557992624,0.0352767773665542
0.69,0.5,0.5,0.5,"silent",0.366957317073171,0.124304451905772,0.0243636725735314
0.69,0.75,0.5,0.5,"baffler",0.569479768786127,0.203682072034278,0.0399216861187184
0.69,0.75,0.5,0.5,"caller",0.607588904694168,0.242436366264501,0.0475175277878421
0.69,0.75,0.5,0.5,"silent",0.516019230769231,0.155239136774621,0.0304268708078256
0.69,1,0.5,0.5,"baffler",0.733815028901734,0.261968160228304,0.0513457594047476
0.69,1,0.5,0.5,"caller",0.803728465307413,0.292450218200838,0.0573202427673642
0.69,1,0.5,0.5,"silent",0.694164165103189,0.201586950376881,0.0395110422738687
0.73,0.05,0.5,0.5,"baffler",0.07219780204,0.0231934433140571,0.00454591488955518
0.73,0.05,0.5,0.5,"caller",0.07480392158,0.0506773309722358,0.00993275687055822
0.73,0.05,0.5,0.5,"silent",0.04580672271,0.0371734396383128,0.00728599416910932
0.73,0.25,0.5,0.5,"baffler",0.263076923076923,0.0792170208050423,0.0155265360777883
0.73,0.25,0.5,0.5,"caller",0.256599821746881,0.116315906739682,0.0227979177209776
0.73,0.25,0.5,0.5,"silent",0.208455648926237,0.0877776461787502,0.017204418651035
0.73,0.5,0.5,0.5,"baffler",0.43010989010989,0.152378470867881,0.0298661802901046
0.73,0.5,0.5,0.5,"caller",0.431608734402852,0.183911811763522,0.0360467151056503
0.73,0.5,0.5,0.5,"silent",0.379032212885154,0.124895475480623,0.024479513194202
0.73,0.75,0.5,0.5,"baffler",0.558956043956044,0.209061020320621,0.0409759599828418
0.73,0.75,0.5,0.5,"caller",0.656515151515152,0.272989956745387,0.0535060315220958
0.73,0.75,0.5,0.5,"silent",0.535436974789916,0.167995573173091,0.0329271323419258
0.73,1,0.5,0.5,"baffler",0.706208791208791,0.264800705349286,0.0519009382484601
0.73,1,0.5,0.5,"caller",0.783961118538324,0.294045395603691,0.0576328975383235
0.73,1,0.5,0.5,"silent",0.664231559290383,0.197991654279118,0.0388063642387071
0.77,0.05,0.5,0.5,"baffler",0.07197916663,0.0173355240335913,0.00339776271058389
0.77,0.05,0.5,0.5,"caller",0.07953293196,0.0578590389996254,0.0113403716439266
0.77,0.05,0.5,0.5,"silent",0.05026510946,0.0425583292232869,0.00834143252776424
0.77,0.25,0.5,0.5,"baffler",0.25828125,0.0777720527688714,0.0152433223426988
0.77,0.25,0.5,0.5,"caller",0.264889162561576,0.118757476345145,0.0232764653636484
0.77,0.25,0.5,0.5,"silent",0.193471264367816,0.0881525671052437,0.0172779031526278
0.77,0.5,0.5,0.5,"baffler",0.4240625,0.136880163153596,0.0268285119781048
0.77,0.5,0.5,0.5,"caller",0.430862068965517,0.190699492635855,0.0373771005566276
0.77,0.5,0.5,0.5,"silent",0.354034482758621,0.13614595255066,0.0266846066999293
0.77,0.75,0.5,0.5,"baffler",0.562864583333333,0.209729715012232,0.0411070241423974
0.77,0.75,0.5,0.5,"caller",0.59801724137931,0.238356012705012,0.0467177784901823
0.77,0.75,0.5,0.5,"silent",0.520471264367816,0.188406161661067,0.0369276076855691
0.77,1,0.5,0.5,"baffler",0.718645833333333,0.245787518736372,0.0481743536723289
0.77,1,0.5,0.5,"caller",0.828342911877395,0.29865217758127,0.058535826805929
0.77,1,0.5,0.5,"silent",0.693427141268076,0.209329914234218,0.0410286631899067
0.81,0.05,0.5,0.5,"baffler",0.07178217838,0.0179046533729585,0.00350931206109987
0.81,0.05,0.5,0.5,"caller",0.08306159423,0.0653303275213769,0.0128047441941899
0.81,0.05,0.5,0.5,"silent",0.04445000005,0.0468485242716397,0.00918231075724138
0.81,0.25,0.5,0.5,"baffler",0.258960396039604,0.0770684882165187,0.0151054236904377
0.81,0.25,0.5,0.5,"caller",0.27713768115942,0.149921280679361,0.0293845710131547
0.81,0.25,0.5,0.5,"silent",0.185883333333333,0.101882520482161,0.0199689740145036
0.81,0.5,0.5,0.5,"baffler",0.417970297029703,0.140728753079614,0.0275828356036043
0.81,0.5,0.5,0.5,"caller",0.471884057971015,0.217142827546921,0.0425599941991965
0.81,0.5,0.5,0.5,"silent",0.357366666666667,0.128720758504733,0.0252292686669276
0.81,0.75,0.5,0.5,"baffler",0.556336633663366,0.204736303746172,0.0401283155342497
0.81,0.75,0.5,0.5,"caller",0.592644927536232,0.245289260424048,0.0480766950431134
0.81,0.75,0.5,0.5,"silent",0.513016666666667,0.188778294272217,0.0370005456773545
0.81,1,0.5,0.5,"baffler",0.705247524752475,0.282950851449956,0.0554583668841915
0.81,1,0.5,0.5,"caller",0.78393115942029,0.278987391198175,0.0546815286748423
0.81,1,0.5,0.5,"silent",0.669,0.213177157690892,0.0417827229074148
0.85,0.05,0.5,0.5,"baffler",0.07250000002,0.0195885700745139,0.00383935973460473
0.85,0.05,0.5,0.5,"caller",0.08061403517,0.060072312049899,0.0117741731617802
0.85,0.05,0.5,0.5,"silent",0.04713157899,0.0489860465673774,0.00960126512720597
0.85,0.25,0.5,0.5,"baffler",0.249150943396226,0.0804904690027901,0.0157761319245469
0.85,0.25,0.5,0.5,"caller",0.26421052631579,0.164967780625649,0.0323336850026272
0.85,0.25,0.5,0.5,"silent",0.188552631578947,0.124361530117638,0.024374859903057
0.85,0.5,0.5,0.5,"baffler",0.411603773584906,0.142245433699577,0.0278801050051171
0.85,0.5,0.5,0.5,"caller",0.4446783625731,0.21322164904933,0.0417914432136687
0.85,0.5,0.5,0.5,"silent",0.339578947368421,0.1789438189597,0.0350729885161013
0.85,0.75,0.5,0.5,"baffler",0.531367924528302,0.210539629754846,0.0412657674319499
0.85,0.75,0.5,0.5,"caller",0.58812865497076,0.28137318908289,0.0551491450602465
0.85,0.75,0.5,0.5,"silent",0.548157894736842,0.22498387169345,0.0440968388519162
0.85,1,0.5,0.5,"baffler",0.694858490566038,0.262348439596735,0.05142029416096
0.85,1,0.5,0.5,"caller",0.763918128654971,0.352277714694107,0.0690464320800449
0.85,1,0.5,0.5,"silent",0.687394736842105,0.249811001896685,0.0489629563717502
0.89,0.05,0.5,0.5,"baffler",0.07054054073,0.0181338980115956,0.00355424401027273
0.89,0.05,0.5,0.5,"caller",0.06738095226,0.0619449863936328,0.012141217333152
0.89,0.05,0.5,0.5,"silent",0.04852380935,0.0535878922083565,0.0105032268728379
0.89,0.25,0.5,0.5,"baffler",0.25536036036036,0.0734570243575517,0.0143975767740801
0.89,0.25,0.5,0.5,"caller",0.255659340659341,0.168574985385571,0.0330406971355719
0.89,0.25,0.5,0.5,"silent",0.20252380952381,0.127384748631918,0.024967410731856
0.89,0.5,0.5,0.5,"baffler",0.417252252252252,0.144321279311005,0.0282869707449569
0.89,0.5,0.5,0.5,"caller",0.458021978021978,0.252604263461257,0.0495104356384064
0.89,0.5,0.5,0.5,"silent",0.38052380952381,0.212922385362186,0.0417327875309884
0.89,0.75,0.5,0.5,"baffler",0.542927927927928,0.211968055764757,0.0415457389298923
0.89,0.75,0.5,0.5,"caller",0.564615384615384,0.341237232684713,0.0668824976062038
0.89,0.75,0.5,0.5,"silent",0.495428571428571,0.212541045789101,0.0416580449746638
0.89,1,0.5,0.5,"baffler",0.664774774774775,0.247389013851256,0.0484882467148462
0.89,1,0.5,0.5,"caller",0.747417582417582,0.353994469068043,0.0693829159373364
0.89,1,0.5,0.5,"silent",0.681809523809524,0.274053683723763,0.0537145220098576
0.93,0.05,0.5,0.5,"baffler",0.07267241384,0.0178932414599857,0.0035070753261572
0.93,0.05,0.5,0.5,"caller",0.08041666659,0.106496028036328,0.0208732214951203
0.93,0.05,0.5,0.5,"silent",0.04633333329,0.0724063955069148,0.0141916535193553
0.93,0.25,0.5,0.5,"baffler",0.248405172413793,0.0804986074911905,0.0157777270682733
0.93,0.25,0.5,0.5,"caller",0.26875,0.212765013770881,0.0417019426990927
0.93,0.25,0.5,0.5,"silent",0.198888888888889,0.166988092600066,0.0327296661496129
0.93,0.5,0.5,0.5,"baffler",0.405258620689655,0.145760742674912,0.0285691055642827
0.93,0.5,0.5,0.5,"caller",0.422222222222222,0.330138071158391,0.0647070619470446
0.93,0.5,0.5,0.5,"silent",0.362222222222222,0.23136091136069,0.0453467386266953
0.93,0.75,0.5,0.5,"baffler",0.524094827586207,0.216258820795347,0.042386728875888
0.93,0.75,0.5,0.5,"caller",0.569444444444444,0.325896750301134,0.0638757630590223
0.93,0.75,0.5,0.5,"silent",0.510333333333333,0.288432061319052,0.0565326840185343
0.93,1,0.5,0.5,"baffler",0.664525862068965,0.250724139362169,0.0491419313149852
0.93,1,0.5,0.5,"caller",0.857777777777777,0.48549993646012,0.0951579875461835
0.93,1,0.5,0.5,"silent",0.676666666666667,0.35807712762803,0.0701831170150938
0.97,0.05,0.5,0.5,"baffler",0.07413223142,0.019959018641066,0.00391196765364893
0.97,0.05,0.5,0.5,"caller",0.0625,0.13472287305893,0.0264056831195503
0.97,0.05,0.5,0.5,"silent",0.0325,0.0844994172474078,0.0165618857804919
0.97,0.25,0.5,0.5,"baffler",0.245826446280992,0.0692189906986977,0.0135669221769448
0.97,0.25,0.5,0.5,"caller",0.21,0.245463898063494,0.0481109240204448
0.97,0.25,0.5,0.5,"silent",0.225,0.23703769465397,0.0464593881521781
0.97,0.5,0.5,0.5,"baffler",0.391239669421488,0.140279489442157,0.0274947799306627
0.97,0.5,0.5,0.5,"caller",0.455,0.429910725992307,0.0842625022944921
0.97,0.5,0.5,0.5,"silent",0.4,0.403582442480824,0.0791021587262416
0.97,0.75,0.5,0.5,"baffler",0.522933884297521,0.201926491234932,0.0395775922820466
0.97,0.75,0.5,0.5,"caller",0.63,0.468017525356053,0.0917314349697864
0.97,0.75,0.5,0.5,"silent",0.5075,0.435853684558745,0.0854273221735141
0.97,1,0.5,0.5,"baffler",0.638471074380165,0.2537424432822,0.0497335188833112
0.97,1,0.5,0.5,"caller",0.789166666666667,0.628478535321827,0.123181792923078
0.97,1,0.5,0.5,"silent",0.674,0.463107640693486,0.0907690975759232
0.01,0.05,1,0.5,"baffler",0.02,0.0984731927834662,0.0193007457855594
0.01,0.05,1,0.5,"caller",0.0472057054435816,0.0169009526990433,0.00331258672901249
0.01,0.05,1,0.5,"silent",0.0309960834052071,0.0155338127472422,0.00304462729845947
0.01,0.25,1,0.5,"baffler",0.235,0.379093815845262,0.0743023879056713
0.01,0.25,1,0.5,"caller",0.218973980300353,0.0485434664071086,0.00951451941579328
0.01,0.25,1,0.5,"silent",0.140809912954429,0.0339972947997299,0.00666346978074707
0.01,0.5,1,0.5,"baffler",0.355,0.391158600193132,0.0766670856378539
0.01,0.5,1,0.5,"caller",0.420635878324401,0.0730754467882416,0.0143227875704953
0.01,0.5,1,0.5,"silent",0.276274195322359,0.0503383496167145,0.00986631652487604
0.01,0.75,1,0.5,"baffler",0.595,0.558203286528223,0.109407844159532
0.01,0.75,1,0.5,"caller",0.595851447690719,0.09698246197557,0.0190085625472117
0.01,0.75,1,0.5,"silent",0.394965950831247,0.0712918912597738,0.0139732106869157
0.01,1,1,0.5,"baffler",0.77,0.608940129083378,0.119352265300342
0.01,1,1,0.5,"caller",0.749299183552386,0.136136528841325,0.0266827596528998
0.01,1,1,0.5,"silent",0.527301464413722,0.0765232576376074,0.0149985584969711
0.05,0.05,1,0.5,"baffler",0.0475,0.0693231263530614,0.0135873327652
0.05,0.05,1,0.5,"caller",0.0449630274264991,0.0209056710966157,0.00409751153493667
0.05,0.05,1,0.5,"silent",0.0317021182406034,0.0151130689700128,0.00296216151812251
0.05,0.25,1,0.5,"baffler",0.189166666666667,0.118950116396735,0.0233142228137601
0.05,0.25,1,0.5,"caller",0.214439879385044,0.0489721754733511,0.00959854639277681
0.05,0.25,1,0.5,"silent",0.14195599810172,0.0390665447049638,0.0076570427621729
0.05,0.5,1,0.5,"baffler",0.3825,0.179276745606204,0.035138242138816
0.05,0.5,1,0.5,"caller",0.39649651992267,0.0847822951193884,0.0166173298434001
0.05,0.5,1,0.5,"silent",0.270395923425662,0.0543340214638025,0.0106494682069053
0.05,0.75,1,0.5,"baffler",0.554166666666667,0.257157637462025,0.0504028969425569
0.05,0.75,1,0.5,"caller",0.581298164952525,0.130915610155597,0.025659459590497
