"baffle_prop","density","bush_density","prop_males","mean_phonotaxis_steps","mean_random_steps","mean_total_steps","sd_phonotaxis_steps","sd_random_steps","sd_total_steps","ci_phonotaxis_steps","ci_random_steps","ci_total_steps"
0.53,0.25,"0.5",0.5,40.34768,18.33296,58.68064,14.4862475241489,14.2455045667755,0.342931259713793,2.83930451473318,2.79211889508799,0.0672145269039035
0.53,0.5,"0.5",0.5,45.40192,12.63096,58.03288,12.015501468898,11.4945887188958,0.605224814728904,2.35503828790402,2.25293938890357,0.118624063686865
0.53,0.75,"0.5",0.5,45.82872,11.5958,57.42452,10.7901728485982,10.065719006167,0.801421697341479,2.11487387832525,1.97288092520873,0.15707865267893
0.53,1,"0.5",0.5,45.42208,11.36664,56.78872,9.4698121019406,8.57920334829016,0.976869025266567,1.85608317198036,1.68152385626487,0.191466328952247
0.57,0.05,"0.5",0.5,18.17172,41.3772,59.54892,8.46791298400299,8.48271661269626,0.177965022099594,1.65971094486459,1.66261245608847,0.0348811443315204
0.57,0.25,"0.5",0.5,41.37024,17.37528,58.74552,14.2380900809743,14.0115242309444,0.318443071042455,2.79066565587097,2.74625874926511,0.0624148419243211
0.57,0.5,"0.5",0.5,46.09784,11.88716,57.985,11.8949942775535,11.4481136346703,0.561557250380178,2.33141887840048,2.24383027239537,0.110065221074515
0.57,0.75,"0.5",0.5,45.96412,11.47432,57.43844,10.7046815391277,9.93649149193481,0.829375015029724,2.09811758166903,1.94755233241922,0.162557502945826
0.57,1,"0.5",0.5,45.74424,11.07172,56.81596,9.19477683650513,8.27388633426416,1.01429914022372,1.80217625995501,1.62168172151578,0.19880263148385
0.61,0.05,"0.5",0.5,19.04032,40.46592,59.50624,8.8703182033047,8.89498806976221,0.199811078448387,1.73858236784772,1.74341766167339,0.0391629713758838
0.61,0.25,"0.5",0.5,41.73048,16.99004,58.72052,14.3140481257774,14.0530440024842,0.361805865685514,2.80555343265236,2.75439662448691,0.0709139496743608
0.61,0.5,"0.5",0.5,45.18236,12.84904,58.0314,12.3493202737084,11.8343026371424,0.600951803980212,2.42046677364685,2.3195233168799,0.117786553580121
0.61,0.75,"0.5",0.5,46.52828,10.91388,57.44216,10.543087486073,9.82447132181327,0.784861497400025,2.06644514727032,1.9255963790754,0.153832853490405
0.61,1,"0.5",0.5,45.85056,11.05188,56.90244,9.41989223846231,8.5368510827879,0.947989838414618,1.84629887873861,1.67322281222643,0.185806008329265
0.65,0.05,"0.5",0.5,19.75944,39.71976,59.4792,8.95058051085024,8.97675469594169,0.20766951211631,1.75431378012665,1.75944392040457,0.0407032243747967
0.65,0.25,"0.5",0.5,41.743,17.0028,58.7458,13.9583239232895,13.7199510379902,0.337762752191055,2.73583148896473,2.68911040344608,0.0662014994294468
0.65,0.5,"0.5",0.5,45.90288,12.16256,58.06544,12.2303419224897,11.6876317881145,0.62440973856608,2.39714701680799,2.29077583047045,0.122384308758952
0.65,0.75,"0.5",0.5,46.66848,10.82896,57.49744,10.3801970169505,9.62229673534496,0.861008761437842,2.03451861532229,1.88597016012761,0.168757717241817
0.65,1,"0.5",0.5,46.45756,10.4962,56.95376,9.03660347196307,8.13835595290361,0.989512410485614,1.77117428050476,1.59511776676911,0.19394443245518
0.69,0.05,"0.5",0.5,19.90012,39.64592,59.54604,9.19173569004002,9.18698152215867,0.189929488245112,1.80158019524784,1.8006483783431,0.037226179696042
0.69,0.25,"0.5",0.5,42.00456,16.77928,58.78384,14.0205795412719,13.7795424577542,0.344669735640753,2.74803359008929,2.70079032171982,0.0675552681855877
0.69,0.5,"0.5",0.5,45.9926,12.12628,58.11888,12.0666860120387,11.4993159182394,0.639590293102,2.36507045835959,2.25386591997493,0.125359697447992
0.69,0.75,"0.5",0.5,46.93016,10.64444,57.5746,10.0994270291723,9.36509929118412,0.818384192704555,1.97948769771777,1.83555946107209,0.160403301770093
0.69,1,"0.5",0.5,46.10476,10.80404,56.9088,8.98321764036369,8.07670897063672,0.98384017754384,1.76071065751128,1.5830349582448,0.192832674798593
0.73,0.05,"0.5",0.5,19.99912,39.52944,59.52856,9.33571191474713,9.32029828317059,0.217152942425472,1.82979953529044,1.82677846350144,0.0425619767153925
0.73,0.25,"0.5",0.5,42.0782,16.70916,58.78736,14.0017734562159,13.7168861359665,0.355614009336476,2.74434759741831,2.68850968264944,0.0697003458299494
0.73,0.5,"0.5",0.5,46.8352,11.30208,58.13728,11.4539747095262,10.9420258347014,0.591493334918091,2.24497904306713,2.14463706360147,0.115932693643946
0.73,0.75,"0.5",0.5,47.03532,10.52856,57.56388,10.2766615819683,9.48986257664653,0.864217416527984,2.01422567006578,1.86001306502272,0.169386613639485
0.73,1,"0.5",0.5,46.43048,10.593,57.02348,9.29479548134331,8.34011756572418,1.00731572974611,1.82177991434329,1.63466304288194,0.197433883030238
0.77,0.05,"0.5",0.5,20.35852,39.17816,59.53668,9.31622228297815,9.32807968883264,0.203069818316536,1.82597956746372,1.8283036190112,0.0398016843900411
0.77,0.25,"0.5",0.5,42.20436,16.60468,58.80904,14.1079168271728,13.8809831346866,0.338316029412702,2.76515169812586,2.72067269439858,0.0663099417648895
0.77,0.5,"0.5",0.5,46.75004,11.43272,58.18276,11.6981447479435,11.2604963039698,0.534514055148707,2.29283637059693,2.20705727557808,0.104764754809147
0.77,0.75,"0.5",0.5,46.65852,10.9396,57.59812,10.630464347907,9.89535298342948,0.82718975727789,2.08357101218977,1.93948918475218,0.162129192426466
0.77,1,"0.5",0.5,46.14524,10.80684,56.95208,9.07369146212824,8.19886883146423,0.941758678046966,1.77844352657714,1.60697829096699,0.184584700897205
0.81,0.05,"0.5",0.5,20.91464,38.63536,59.55,9.77554776219262,9.76819044842839,0.200014140914228,1.91600736138975,1.91456532789196,0.0392027716191886
0.81,0.25,"0.5",0.5,43.09956,15.70484,58.8044,13.9517912468745,13.6930689808952,0.367835492435069,2.7345510843874,2.68384152025547,0.0720957565172735
0.81,0.5,"0.5",0.5,46.90304,11.27088,58.17392,11.7878724889848,11.2235436393253,0.650850565169777,2.31042300784103,2.19981455330775,0.127566710773276
0.81,0.75,"0.5",0.5,47.23536,10.414,57.64936,10.1206469026281,9.41559547889682,0.798220287055313,1.98364679291512,1.84545671386378,0.156451176262841
0.81,1,"0.5",0.5,46.57156,10.41428,56.98584,9.32142795485626,8.30087583072845,1.09123900223553,1.82699987915183,1.62697166282278,0.213882844438164
0.85,0.05,"0.5",0.5,20.74796,38.83,59.57796,9.54402808457686,9.55449272078404,0.20250032647436,1.87062950457707,1.87268057327367,0.0396900639889746
0.85,0.25,"0.5",0.5,43.365,15.48464,58.84964,13.9300907739216,13.6304312977998,0.417898579354205,2.73029779168864,2.67156453436876,0.0819081215534242
0.85,0.5,"0.5",0.5,47.36468,10.86336,58.22804,11.6536679385427,11.1075171375065,0.61943304021753,2.28411891595437,2.17707335895127,0.121408875882636
0.85,0.75,"0.5",0.5,47.86512,9.81948,57.6846,9.98474338530055,9.20194924725685,0.850042779672134,1.95700970351891,1.80358205246234,0.166608384815738
0.85,1,"0.5",0.5,46.66704,10.42112,57.08816,9.02653465943492,8.07544530251672,1.02973048077169,1.76920079324924,1.58278727929328,0.201827174231252
0.89,0.05,"0.5",0.5,21.2186,38.3424,59.561,9.8335766893359,9.83836220253569,0.179074500607085,1.92738103110984,1.92831899169699,0.0350986021189887
0.89,0.25,"0.5",0.5,43.721,15.10368,58.82468,14.2072397122884,13.9459661181029,0.35217124163444,2.78461898360852,2.73340935914816,0.0690255633603502
0.89,0.5,"0.5",0.5,47.04616,11.13712,58.18328,11.7852584297914,11.2351343878357,0.627030295532163,2.30991065223912,2.20208634001579,0.122897937924304
0.89,0.75,"0.5",0.5,47.39404,10.3072,57.70124,10.4047179429878,9.63073141751776,0.822090696660261,2.0393247168256,1.88762335783348,0.161129776545411
0.89,1,"0.5",0.5,47.05332,10.15464,57.20796,9.13085115671374,8.25095498546206,0.979802081849167,1.78964682671589,1.61718717715056,0.192041208042437
0.93,0.05,"0.5",0.5,21.73652,37.83156,59.56808,10.0267158389349,10.0478279418937,0.208736055845896,1.96523630443124,1.96937427661116,0.0409122669457955
0.93,0.25,"0.5",0.5,43.97812,14.85584,58.83396,14.124205599744,13.8215830392729,0.390159147015676,2.76834429754981,2.70903027569748,0.0764711928150725
0.93,0.5,"0.5",0.5,47.45092,10.7502,58.20112,11.4532357261866,10.9150276076961,0.608562228087272,2.24483420233256,2.13934541110843,0.119278196705105
0.93,0.75,"0.5",0.5,47.9252,9.8396,57.7648,10.0440125508291,9.21503192691927,0.891847520599794,1.9686264599625,1.80614625767618,0.17480211403756
0.93,1,"0.5",0.5,47.11904,10.05824,57.17728,9.09048411987708,8.12555766057651,1.04015552527864,1.78173488749591,1.592609301473,0.203870482954613
0.97,0.05,"0.5",0.5,22.13436,37.42244,59.5568,10.0151466395917,10.009357527208,0.220472953516578,1.96296874135998,1.96183407533276,0.0432126988892493
0.97,0.25,"0.5",0.5,44.16184,14.70244,58.86428,13.9561205737515,13.7148494133442,0.326851032698013,2.7353996324553,2.68811048501546,0.0640628024088105
0.97,0.5,"0.5",0.5,48.03344,10.2756,58.30904,11.2490720571912,10.7294162850633,0.593376401569353,2.20481812320947,2.10296559187241,0.116301774707593
0.97,0.75,"0.5",0.5,48.01952,9.75748,57.777,10.2361185080433,9.4547406167969,0.856217922793684,2.00627922757649,1.85312916089219,0.167818712867562
0.97,1,"0.5",0.5,47.43196,9.87816,57.31012,9.40632501572289,8.41608619266843,1.0741397994148,1.84363970308169,1.64955289376301,0.210531400685301
0.01,0.05,"1",0.5,8.5112,51.067,59.5782,3.68208597005951,3.75252006367492,0.216386018704788,0.721688850131664,0.735493932480284,0.0424116596661385
0.01,0.25,"1",0.5,23.91328,34.83584,58.74912,10.6368435339274,10.7665032342601,0.260667723783022,2.08482133264976,2.11023463391498,0.0510908738614724
0.01,0.5,"1",0.5,33.51648,24.4876,58.00408,13.1242562236432,13.1052841281984,0.305067757997624,2.57235421983408,2.56863568912688,0.0597932805675342
0.01,0.75,"1",0.5,37.11888,20.322,57.44088,13.2541320664138,13.1231745174002,0.378478647303446,2.59780988501711,2.57214220541043,0.0741818148714755
0.01,1,"1",0.5,38.87856,18.10496,56.98352,12.4085104261698,12.143270657488,0.425470398737704,2.43206804352927,2.38008104886766,0.0833921981525899
0.05,0.05,"1",0.5,8.6468,50.98864,59.63544,3.59321954056062,3.66860936832661,0.239131100512509,0.704271029949881,0.719047436192015,0.0468696957004517
0.05,0.25,"1",0.5,25.03132,33.75368,58.785,11.0528708907174,11.1345361887683,0.260752214126202,2.16636269458062,2.18236909299858,0.0511074339687356
0.05,0.5,"1",0.5,34.90728,23.1592,58.06648,13.4925659427252,13.4615410107401,0.274469938373416,2.64454292477414,2.63846203810507,0.0537961079211896
0.05,0.75,"1",0.5,37.79784,19.71344,57.51128,13.2776210406606,13.0986334458171,0.369069758263457,2.60241372396948,2.56733215538015,0.0723376726196376
0.05,1,"1",0.5,38.9346,18.09468,57.02928,12.2797123169013,11.9949889073089,0.423165895782653,2.40682361411266,2.35101782583255,0.0829405155734
0.09,0.05,"1",0.5,9.00772,50.61484,59.62256,3.91465495229855,3.99747812602906,0.221718919336892,0.767272370650516,0.783505712701696,0.0434569081900308
0.09,0.25,"1",0.5,25.41724,33.40444,58.82168,11.1256188506755,11.2148248047129,0.261954228402173,2.18062129473239,2.19810566172373,0.0513430287668259
0.09,0.5,"1",0.5,35.27028,22.84768,58.11796,13.4572404844441,13.3521343891174,0.266793603121714,2.63761913495105,2.617018340267,0.0522915462118559
0.09,0.75,"1",0.5,38.81456,18.8198,57.63436,13.3618508791094,13.1712730983115,0.35316524074819,2.61892277230543,2.58156952726905,0.0692203871866453
0.09,1,"1",0.5,39.60252,17.51124,57.11376,12.3706500441467,12.0619497855316,0.451085091750991,2.42464740865276,2.3641421579642,0.0884126779831943
0.13,0.05,"1",0.5,9.19548,50.39952,59.595,3.91615282891181,3.96744853124534,0.2038683472987,0.767565954466714,0.777619912124087,0.0399581960705451
0.13,0.25,"1",0.5,25.755,33.09932,58.85432,11.3475411175347,11.4425613302073,0.274291700511876,2.22411805903681,2.24274202072063,0.0537611733003277
0.13,0.5,"1",0.5,35.65724,22.53512,58.19236,13.4086379720332,13.285443615712,0.280775316190398,2.62809304251851,2.60394694867955,0.0550319619733181
0.13,0.75,"1",0.5,38.54688,19.25384,57.80072,13.5149292036397,13.2692746810065,0.391267664718854,2.64892612391339,2.60077783747727,0.0766884622848954
0.13,1,"1",0.5,40.67724,16.6032,57.28044,12.8047740679684,12.3800420684326,0.556308727600098,2.50973571732182,2.42648824541279,0.109036510609619
0.17,0.05,"1",0.5,9.26376,50.35232,59.61608,4.11850889247234,4.20730634064604,0.234583304752676,0.807227742924579,0.824632042766625,0.0459783277315245
0.17,0.25,"1",0.5,27.06032,31.82396,58.88428,11.5998626488559,11.6600053363122,0.241235376067994,2.27357307917576,2.28536104591719,0.0472821337093269
0.17,0.5,"1",0.5,36.11888,22.2036,58.32248,13.9849188043854,13.8296230672357,0.305521857903106,2.74104408565954,2.7106061211782,0.0598822841490087
0.17,0.75,"1",0.5,39.83412,17.99472,57.82884,13.1791554482406,12.8780269130536,0.393670854671999,2.58311446785515,2.52409327495851,0.0771594875157119
0.17,1,"1",0.5,41.75316,15.58944,57.3426,12.7955370539651,12.3654413771167,0.553092864871458,2.50792526257716,2.42362650991487,0.108406201514806
0.21,0.05,"1",0.5,9.64576,49.9626,59.60836,4.14877223440011,4.19270590767858,0.20630160915367,0.813159357942422,0.821770357905001,0.0404351153941194
0.21,0.25,"1",0.5,27.45852,31.46416,58.92268,11.9337670841096,11.966729851036,0.251336985746309,2.33901834848548,2.34547905080306,0.0492620492062766
0.21,0.5,"1",0.5,36.00792,22.3202,58.32812,13.8049838809443,13.6562873269258,0.322256415879897,2.70577684066508,2.67663231607747,0.0631622575124598
0.21,0.75,"1",0.5,40.1588,17.72816,57.88696,13.1135114097998,12.8055832383828,0.400157391257212,2.57024823632076,2.50989431472304,0.0784308486864136
0.21,1,"1",0.5,41.92252,15.56844,57.49096,12.5137932613367,12.0542294101751,0.566299808521347,2.45270347922199,2.36262896439433,0.110994762470184
0.25,0.05,"1",0.5,9.82684,49.83316,59.66,4.33492592813583,4.40661215920078,0.213806293904392,0.849645481914622,0.863695983203353,0.0419060336052609
0.25,0.25,"1",0.5,27.66504,31.30072,58.96576,12.0922362887528,12.1051624933957,0.228932927410028,2.37007831259555,2.37261184870557,0.0448708537723654
0.25,0.5,"1",0.5,37.10516,21.21296,58.31812,14.2087236972733,14.0294133284973,0.337068265723096,2.78490984466556,2.74976501238547,0.0660653800817268
0.25,0.75,"1",0.5,41.15588,16.74476,57.90064,13.6704860112373,13.3894197663376,0.40047435307988,2.67941525820251,2.62432627420217,0.0784929732036565
0.25,1,"1",0.5,42.82284,14.713,57.53584,12.1286818562489,11.7349545350374,0.513504078647754,2.37722164382478,2.30005108886732,0.10064679941496
0.29,0.05,"1",0.5,10.23572,49.41872,59.65444,4.47165265830941,4.50011458009009,0.196465655877546,0.876443921028645,0.882022457697657,0.0385072685519989
0.29,0.25,"1",0.5,28.87816,30.05816,58.93632,12.5818395651363,12.6067035484293,0.252442247820859,2.46604055476671,2.47091389549214,0.0494786805728885
0.29,0.5,"1",0.5,37.52252,20.8714,58.39392,14.1059014703962,13.9008760003015,0.359930624067214,2.76475668819765,2.72457169605909,0.0705464023171739
0.29,0.75,"1",0.5,40.68172,17.27336,57.95508,13.3533198959675,13.0016415587658,0.464529080104385,2.61725069960962,2.5483217455181,0.0910476997004594
0.29,1,"1",0.5,42.83788,14.76124,57.59912,12.5486145070307,12.0833280544356,0.580563733005092,2.45952844337801,2.36833229866938,0.113790491668998
0.33,0.05,"1",0.5,10.49944,49.12272,59.62216,4.47864211095057,4.53736903716173,0.222991539450865,0.877813853746312,0.889324331283698,0.0437063417323695
0.33,0.25,"1",0.5,29.56244,29.35324,58.91568,12.4594843792335,12.452309174615,0.259339132131164,2.44205893832977,2.44065259822455,0.0508304698977081
0.33,0.5,"1",0.5,37.86392,20.5426,58.40652,14.0425679999756,13.8112340322996,0.336207081448565,2.75234332799522,2.70700187033071,0.0658965879639187
0.33,0.75,"1",0.5,42.1048,15.9338,58.0386,13.8922972335119,13.5412374872782,0.486683561350585,2.72289025776833,2.65408254750653,0.0953899780247147
0.33,1,"1",0.5,42.99464,14.64156,57.6362,12.3597085542443,11.8577162281731,0.591393184767883,2.42250287663187,2.32411238072192,0.115913064214505
0.37,0.05,"1",0.5,10.68308,48.95344,59.63652,4.80467314117572,4.8269063566804,0.200737754447454,0.941715935670441,0.946073645909358,0.0393445998717009
0.37,0.25,"1",0.5,29.7748,29.2302,59.005,12.495893369868,12.4763991098183,0.267860584874469,2.44919510049413,2.44537422552439,0.052500674635396
